Pavarde        Vardas         Galutinis      
Pavarde5125    Vardas5125     3.40           
Pavarde5127    Vardas5127     2.68           
Pavarde5128    Vardas5128     2.64           
Pavarde5129    Vardas5129     3.00           
Pavarde5131    Vardas5131     3.32           
Pavarde5133    Vardas5133     3.28           
Pavarde5137    Vardas5137     4.36           
Pavarde5141    Vardas5141     3.60           
Pavarde5142    Vardas5142     4.24           
Pavarde5144    Vardas5144     4.04           
Pavarde5145    Vardas5145     2.36           
Pavarde5147    Vardas5147     4.76           
Pavarde5152    Vardas5152     4.60           
Pavarde5153    Vardas5153     2.76           
Pavarde5154    Vardas5154     3.80           
Pavarde5155    Vardas5155     2.84           
Pavarde5156    Vardas5156     4.44           
Pavarde5157    Vardas5157     4.32           
Pavarde5163    Vardas5163     4.68           
Pavarde5168    Vardas5168     2.80           
Pavarde5170    Vardas5170     4.32           
Pavarde5171    Vardas5171     4.56           
Pavarde5172    Vardas5172     2.60           
Pavarde5180    Vardas5180     4.52           
Pavarde5185    Vardas5185     2.60           
Pavarde5186    Vardas5186     3.36           
Pavarde5187    Vardas5187     4.20           
Pavarde5189    Vardas5189     3.36           
Pavarde5190    Vardas5190     4.80           
Pavarde5195    Vardas5195     4.00           
Pavarde5199    Vardas5199     3.44           
Pavarde5200    Vardas5200     2.92           
Pavarde5205    Vardas5205     4.76           
Pavarde5207    Vardas5207     4.56           
Pavarde5208    Vardas5208     3.64           
Pavarde5210    Vardas5210     2.60           
Pavarde5211    Vardas5211     3.36           
Pavarde5213    Vardas5213     3.84           
Pavarde5215    Vardas5215     2.44           
Pavarde5216    Vardas5216     4.92           
Pavarde5217    Vardas5217     3.36           
Pavarde5219    Vardas5219     3.32           
Pavarde5222    Vardas5222     4.08           
Pavarde5223    Vardas5223     3.92           
Pavarde5224    Vardas5224     4.72           
Pavarde5225    Vardas5225     3.32           
Pavarde5226    Vardas5226     2.44           
Pavarde5227    Vardas5227     3.60           
Pavarde5228    Vardas5228     4.80           
Pavarde5229    Vardas5229     3.12           
Pavarde5231    Vardas5231     3.84           
Pavarde5233    Vardas5233     3.88           
Pavarde5236    Vardas5236     4.52           
Pavarde5238    Vardas5238     4.16           
Pavarde5242    Vardas5242     3.36           
Pavarde5245    Vardas5245     3.32           
Pavarde5247    Vardas5247     3.04           
Pavarde5251    Vardas5251     4.00           
Pavarde5256    Vardas5256     3.80           
Pavarde5257    Vardas5257     3.12           
Pavarde5261    Vardas5261     4.96           
Pavarde5264    Vardas5264     2.64           
Pavarde5266    Vardas5266     3.92           
Pavarde5270    Vardas5270     2.76           
Pavarde5275    Vardas5275     4.12           
Pavarde5276    Vardas5276     2.28           
Pavarde5278    Vardas5278     3.00           
Pavarde5281    Vardas5281     3.12           
Pavarde5282    Vardas5282     4.36           
Pavarde5285    Vardas5285     3.68           
Pavarde5289    Vardas5289     4.04           
Pavarde5294    Vardas5294     2.92           
Pavarde5296    Vardas5296     2.28           
Pavarde5300    Vardas5300     3.96           
Pavarde5301    Vardas5301     2.84           
Pavarde5307    Vardas5307     4.64           
Pavarde5308    Vardas5308     3.32           
Pavarde5310    Vardas5310     3.68           
Pavarde5313    Vardas5313     2.96           
Pavarde5314    Vardas5314     2.60           
Pavarde5316    Vardas5316     2.40           
Pavarde5318    Vardas5318     4.12           
Pavarde5319    Vardas5319     4.44           
Pavarde5320    Vardas5320     4.80           
Pavarde5324    Vardas5324     3.92           
Pavarde5326    Vardas5326     4.36           
Pavarde5327    Vardas5327     3.00           
Pavarde5331    Vardas5331     3.32           
Pavarde5332    Vardas5332     3.80           
Pavarde5334    Vardas5334     4.52           
Pavarde5338    Vardas5338     4.16           
Pavarde5340    Vardas5340     4.00           
Pavarde5341    Vardas5341     3.20           
Pavarde5345    Vardas5345     2.92           
Pavarde5346    Vardas5346     4.76           
Pavarde5348    Vardas5348     3.52           
Pavarde5349    Vardas5349     3.68           
Pavarde5353    Vardas5353     4.92           
Pavarde5355    Vardas5355     3.68           
Pavarde5361    Vardas5361     4.08           
Pavarde5363    Vardas5363     3.00           
Pavarde5371    Vardas5371     4.08           
Pavarde5372    Vardas5372     3.36           
Pavarde5378    Vardas5378     2.04           
Pavarde5380    Vardas5380     2.92           
Pavarde5381    Vardas5381     4.92           
Pavarde5386    Vardas5386     2.68           
Pavarde5389    Vardas5389     4.08           
Pavarde5390    Vardas5390     2.88           
Pavarde5391    Vardas5391     3.48           
Pavarde5392    Vardas5392     2.84           
Pavarde5394    Vardas5394     4.64           
Pavarde5399    Vardas5399     3.56           
Pavarde5401    Vardas5401     4.72           
Pavarde5403    Vardas5403     4.68           
Pavarde5404    Vardas5404     4.28           
Pavarde5405    Vardas5405     4.76           
Pavarde5407    Vardas5407     4.80           
Pavarde5408    Vardas5408     3.44           
Pavarde5409    Vardas5409     3.16           
Pavarde5411    Vardas5411     2.52           
Pavarde5417    Vardas5417     2.84           
Pavarde5418    Vardas5418     3.52           
Pavarde5419    Vardas5419     4.00           
Pavarde5421    Vardas5421     4.80           
Pavarde5422    Vardas5422     4.76           
Pavarde5423    Vardas5423     3.84           
Pavarde5427    Vardas5427     4.64           
Pavarde5428    Vardas5428     2.96           
Pavarde5430    Vardas5430     3.64           
Pavarde5431    Vardas5431     3.16           
Pavarde5432    Vardas5432     4.80           
Pavarde5433    Vardas5433     2.92           
Pavarde5436    Vardas5436     4.48           
Pavarde5437    Vardas5437     3.32           
Pavarde5440    Vardas5440     4.08           
Pavarde5446    Vardas5446     3.60           
Pavarde5448    Vardas5448     4.76           
Pavarde5449    Vardas5449     2.92           
Pavarde5455    Vardas5455     2.68           
Pavarde5456    Vardas5456     2.76           
Pavarde5457    Vardas5457     3.08           
Pavarde5459    Vardas5459     3.44           
Pavarde5460    Vardas5460     4.00           
Pavarde5462    Vardas5462     3.80           
Pavarde5463    Vardas5463     4.48           
Pavarde5465    Vardas5465     2.80           
Pavarde5467    Vardas5467     4.64           
Pavarde5468    Vardas5468     2.88           
Pavarde5470    Vardas5470     3.32           
Pavarde5472    Vardas5472     4.56           
Pavarde5473    Vardas5473     4.36           
Pavarde5474    Vardas5474     4.16           
Pavarde5475    Vardas5475     2.64           
Pavarde5477    Vardas5477     3.44           
Pavarde5479    Vardas5479     2.96           
Pavarde5484    Vardas5484     3.96           
Pavarde5487    Vardas5487     4.32           
Pavarde5490    Vardas5490     3.24           
Pavarde5493    Vardas5493     2.96           
Pavarde5495    Vardas5495     2.04           
Pavarde5497    Vardas5497     4.72           
Pavarde5498    Vardas5498     4.84           
Pavarde5500    Vardas5500     4.84           
Pavarde5501    Vardas5501     2.44           
Pavarde5502    Vardas5502     4.08           
Pavarde5503    Vardas5503     2.68           
Pavarde5504    Vardas5504     3.68           
Pavarde5506    Vardas5506     4.52           
Pavarde5512    Vardas5512     4.44           
Pavarde5513    Vardas5513     3.88           
Pavarde5514    Vardas5514     3.52           
Pavarde5515    Vardas5515     4.76           
Pavarde5516    Vardas5516     3.92           
Pavarde5517    Vardas5517     3.40           
Pavarde5518    Vardas5518     4.44           
Pavarde5522    Vardas5522     2.28           
Pavarde5526    Vardas5526     3.84           
Pavarde5536    Vardas5536     3.12           
Pavarde5538    Vardas5538     3.24           
Pavarde5541    Vardas5541     3.44           
Pavarde5542    Vardas5542     3.92           
Pavarde5546    Vardas5546     2.80           
Pavarde5547    Vardas5547     2.04           
Pavarde5548    Vardas5548     4.52           
Pavarde5553    Vardas5553     3.76           
Pavarde5562    Vardas5562     4.04           
Pavarde5563    Vardas5563     3.16           
Pavarde5567    Vardas5567     3.92           
Pavarde5571    Vardas5571     3.96           
Pavarde5573    Vardas5573     2.32           
Pavarde5574    Vardas5574     3.88           
Pavarde5579    Vardas5579     3.72           
Pavarde5587    Vardas5587     3.84           
Pavarde5588    Vardas5588     2.76           
Pavarde5598    Vardas5598     3.36           
Pavarde5600    Vardas5600     3.44           
Pavarde5602    Vardas5602     4.08           
Pavarde5603    Vardas5603     2.88           
Pavarde5606    Vardas5606     4.40           
Pavarde5607    Vardas5607     3.60           
Pavarde5609    Vardas5609     4.04           
Pavarde5613    Vardas5613     4.20           
Pavarde5619    Vardas5619     2.84           
Pavarde5620    Vardas5620     2.36           
Pavarde5622    Vardas5622     3.08           
Pavarde5623    Vardas5623     4.52           
Pavarde5626    Vardas5626     2.60           
Pavarde5630    Vardas5630     3.44           
Pavarde5631    Vardas5631     3.76           
Pavarde5639    Vardas5639     2.60           
Pavarde5642    Vardas5642     4.80           
Pavarde5643    Vardas5643     2.60           
Pavarde5652    Vardas5652     4.20           
Pavarde5654    Vardas5654     1.88           
Pavarde5657    Vardas5657     2.68           
Pavarde5660    Vardas5660     2.52           
Pavarde5661    Vardas5661     4.12           
Pavarde5663    Vardas5663     3.28           
Pavarde5664    Vardas5664     2.92           
Pavarde5665    Vardas5665     4.72           
Pavarde5666    Vardas5666     3.84           
Pavarde5667    Vardas5667     3.60           
Pavarde5668    Vardas5668     4.16           
Pavarde5672    Vardas5672     3.68           
Pavarde5673    Vardas5673     4.12           
Pavarde5675    Vardas5675     4.40           
Pavarde5677    Vardas5677     4.36           
Pavarde5679    Vardas5679     4.40           
Pavarde5680    Vardas5680     3.48           
Pavarde5681    Vardas5681     4.20           
Pavarde5684    Vardas5684     4.44           
Pavarde5691    Vardas5691     4.08           
Pavarde5696    Vardas5696     2.68           
Pavarde5697    Vardas5697     4.32           
Pavarde5699    Vardas5699     3.52           
Pavarde5700    Vardas5700     4.84           
Pavarde5704    Vardas5704     3.24           
Pavarde5706    Vardas5706     2.68           
Pavarde5707    Vardas5707     3.64           
Pavarde5709    Vardas5709     4.24           
Pavarde5712    Vardas5712     3.16           
Pavarde5713    Vardas5713     3.20           
Pavarde5717    Vardas5717     4.08           
Pavarde5718    Vardas5718     4.56           
Pavarde5719    Vardas5719     3.80           
Pavarde5720    Vardas5720     3.08           
Pavarde5721    Vardas5721     2.88           
Pavarde5722    Vardas5722     3.72           
Pavarde5723    Vardas5723     1.96           
Pavarde5728    Vardas5728     2.68           
Pavarde5729    Vardas5729     3.20           
Pavarde5730    Vardas5730     2.92           
Pavarde5731    Vardas5731     4.00           
Pavarde5732    Vardas5732     4.12           
Pavarde5735    Vardas5735     3.80           
Pavarde5737    Vardas5737     2.88           
Pavarde5738    Vardas5738     2.60           
Pavarde5743    Vardas5743     3.56           
Pavarde5744    Vardas5744     3.24           
Pavarde5748    Vardas5748     3.88           
Pavarde5750    Vardas5750     3.12           
Pavarde5752    Vardas5752     3.60           
Pavarde5753    Vardas5753     4.92           
Pavarde5755    Vardas5755     2.88           
Pavarde5757    Vardas5757     3.52           
Pavarde5763    Vardas5763     3.04           
Pavarde5765    Vardas5765     3.72           
Pavarde5767    Vardas5767     4.04           
Pavarde5768    Vardas5768     3.52           
Pavarde5770    Vardas5770     2.76           
Pavarde5777    Vardas5777     4.84           
Pavarde5779    Vardas5779     3.08           
Pavarde5781    Vardas5781     3.48           
Pavarde5784    Vardas5784     3.68           
Pavarde5785    Vardas5785     4.00           
Pavarde5786    Vardas5786     4.04           
Pavarde5787    Vardas5787     1.88           
Pavarde5788    Vardas5788     2.36           
Pavarde5789    Vardas5789     2.68           
Pavarde5791    Vardas5791     4.80           
Pavarde5792    Vardas5792     3.68           
Pavarde5797    Vardas5797     4.72           
Pavarde5799    Vardas5799     4.20           
Pavarde5803    Vardas5803     4.84           
Pavarde5805    Vardas5805     2.16           
Pavarde5806    Vardas5806     3.88           
Pavarde5810    Vardas5810     3.32           
Pavarde5811    Vardas5811     4.44           
Pavarde5813    Vardas5813     3.44           
Pavarde5814    Vardas5814     4.72           
Pavarde5815    Vardas5815     3.40           
Pavarde5816    Vardas5816     3.08           
Pavarde5817    Vardas5817     2.80           
Pavarde5820    Vardas5820     4.04           
Pavarde5822    Vardas5822     2.92           
Pavarde5826    Vardas5826     3.52           
Pavarde5829    Vardas5829     3.12           
Pavarde5831    Vardas5831     2.84           
Pavarde5834    Vardas5834     4.76           
Pavarde5835    Vardas5835     3.92           
Pavarde5836    Vardas5836     3.92           
Pavarde5844    Vardas5844     4.04           
Pavarde5845    Vardas5845     4.20           
Pavarde5846    Vardas5846     3.88           
Pavarde5847    Vardas5847     2.20           
Pavarde5851    Vardas5851     3.88           
Pavarde5852    Vardas5852     2.12           
Pavarde5857    Vardas5857     3.28           
Pavarde5858    Vardas5858     4.40           
Pavarde5860    Vardas5860     4.64           
Pavarde5867    Vardas5867     3.00           
Pavarde5871    Vardas5871     4.20           
Pavarde5872    Vardas5872     3.48           
Pavarde5873    Vardas5873     3.12           
Pavarde5876    Vardas5876     4.60           
Pavarde5878    Vardas5878     2.28           
Pavarde5881    Vardas5881     4.76           
Pavarde5883    Vardas5883     2.92           
Pavarde5885    Vardas5885     3.56           
Pavarde5890    Vardas5890     3.24           
Pavarde5891    Vardas5891     3.44           
Pavarde5894    Vardas5894     3.84           
Pavarde5897    Vardas5897     4.48           
Pavarde5899    Vardas5899     3.56           
Pavarde5901    Vardas5901     4.04           
Pavarde5902    Vardas5902     4.80           
Pavarde5905    Vardas5905     3.08           
Pavarde5907    Vardas5907     4.48           
Pavarde5908    Vardas5908     3.36           
Pavarde5910    Vardas5910     4.64           
Pavarde5911    Vardas5911     3.52           
Pavarde5913    Vardas5913     3.84           
Pavarde5914    Vardas5914     3.52           
Pavarde5915    Vardas5915     4.56           
Pavarde5916    Vardas5916     2.84           
Pavarde5919    Vardas5919     3.80           
Pavarde5920    Vardas5920     3.32           
Pavarde5922    Vardas5922     3.12           
Pavarde5923    Vardas5923     4.84           
Pavarde5924    Vardas5924     4.64           
Pavarde5925    Vardas5925     2.24           
Pavarde5932    Vardas5932     3.32           
Pavarde5933    Vardas5933     2.44           
Pavarde5934    Vardas5934     3.96           
Pavarde5935    Vardas5935     4.52           
Pavarde5936    Vardas5936     2.48           
Pavarde5937    Vardas5937     4.40           
Pavarde5938    Vardas5938     4.68           
Pavarde5939    Vardas5939     3.36           
Pavarde5942    Vardas5942     3.80           
Pavarde5953    Vardas5953     2.52           
Pavarde5954    Vardas5954     3.44           
Pavarde5955    Vardas5955     4.92           
Pavarde5959    Vardas5959     3.88           
Pavarde5960    Vardas5960     3.08           
Pavarde5962    Vardas5962     2.76           
Pavarde5964    Vardas5964     4.16           
Pavarde5965    Vardas5965     4.08           
Pavarde5968    Vardas5968     4.12           
Pavarde5969    Vardas5969     3.04           
Pavarde5972    Vardas5972     4.84           
Pavarde5974    Vardas5974     4.16           
Pavarde5975    Vardas5975     3.44           
Pavarde5976    Vardas5976     3.76           
Pavarde5979    Vardas5979     4.52           
Pavarde5981    Vardas5981     3.68           
Pavarde5982    Vardas5982     3.76           
Pavarde5984    Vardas5984     3.08           
Pavarde5985    Vardas5985     2.60           
Pavarde5986    Vardas5986     3.04           
Pavarde5987    Vardas5987     3.12           
Pavarde5989    Vardas5989     4.64           
Pavarde5994    Vardas5994     4.52           
Pavarde5996    Vardas5996     4.92           
Pavarde6000    Vardas6000     2.84           
Pavarde6001    Vardas6001     2.84           
Pavarde6002    Vardas6002     2.64           
Pavarde6003    Vardas6003     4.40           
Pavarde6006    Vardas6006     3.60           
Pavarde6009    Vardas6009     3.68           
Pavarde6011    Vardas6011     3.40           
Pavarde6012    Vardas6012     3.84           
Pavarde6013    Vardas6013     4.80           
Pavarde6014    Vardas6014     4.64           
Pavarde6015    Vardas6015     2.60           
Pavarde6019    Vardas6019     4.16           
Pavarde6022    Vardas6022     3.08           
Pavarde6023    Vardas6023     3.48           
Pavarde6024    Vardas6024     4.08           
Pavarde6025    Vardas6025     3.80           
Pavarde6027    Vardas6027     3.56           
Pavarde6028    Vardas6028     2.60           
Pavarde6029    Vardas6029     4.24           
Pavarde6031    Vardas6031     3.80           
Pavarde6033    Vardas6033     3.56           
Pavarde6034    Vardas6034     4.56           
Pavarde6035    Vardas6035     3.68           
Pavarde6044    Vardas6044     4.64           
Pavarde6045    Vardas6045     3.64           
Pavarde6046    Vardas6046     3.92           
Pavarde6048    Vardas6048     4.40           
Pavarde6051    Vardas6051     4.24           
Pavarde6053    Vardas6053     4.64           
Pavarde6056    Vardas6056     3.12           
Pavarde6058    Vardas6058     3.04           
Pavarde6059    Vardas6059     4.72           
Pavarde6060    Vardas6060     3.28           
Pavarde6062    Vardas6062     3.84           
Pavarde6063    Vardas6063     4.28           
Pavarde6064    Vardas6064     2.60           
Pavarde6065    Vardas6065     4.52           
Pavarde6066    Vardas6066     3.40           
Pavarde6067    Vardas6067     4.72           
Pavarde6068    Vardas6068     3.04           
Pavarde6069    Vardas6069     3.88           
Pavarde6070    Vardas6070     4.88           
Pavarde6072    Vardas6072     4.12           
Pavarde6075    Vardas6075     3.80           
Pavarde6076    Vardas6076     3.60           
Pavarde6077    Vardas6077     2.44           
Pavarde6089    Vardas6089     4.96           
Pavarde6092    Vardas6092     3.36           
Pavarde6093    Vardas6093     3.28           
Pavarde6094    Vardas6094     3.32           
Pavarde6098    Vardas6098     4.88           
Pavarde6101    Vardas6101     2.96           
Pavarde6104    Vardas6104     4.96           
Pavarde6107    Vardas6107     4.88           
Pavarde6110    Vardas6110     4.44           
Pavarde6111    Vardas6111     3.60           
Pavarde6113    Vardas6113     2.36           
Pavarde6116    Vardas6116     4.56           
Pavarde6117    Vardas6117     4.72           
Pavarde6121    Vardas6121     4.16           
Pavarde6122    Vardas6122     2.96           
Pavarde6125    Vardas6125     2.76           
Pavarde6131    Vardas6131     4.64           
Pavarde6133    Vardas6133     3.32           
Pavarde6135    Vardas6135     3.64           
Pavarde6136    Vardas6136     4.36           
Pavarde6139    Vardas6139     4.84           
Pavarde6140    Vardas6140     4.32           
Pavarde6141    Vardas6141     3.40           
Pavarde6142    Vardas6142     2.44           
Pavarde6144    Vardas6144     3.16           
Pavarde6145    Vardas6145     3.84           
Pavarde6146    Vardas6146     4.52           
Pavarde6151    Vardas6151     4.80           
Pavarde6152    Vardas6152     3.12           
Pavarde6153    Vardas6153     4.48           
Pavarde6154    Vardas6154     4.00           
Pavarde6156    Vardas6156     2.80           
Pavarde6158    Vardas6158     4.48           
Pavarde6159    Vardas6159     4.84           
Pavarde6161    Vardas6161     2.80           
Pavarde6163    Vardas6163     4.08           
Pavarde6165    Vardas6165     2.40           
Pavarde6167    Vardas6167     3.24           
Pavarde6169    Vardas6169     3.72           
Pavarde6170    Vardas6170     4.12           
Pavarde6172    Vardas6172     3.20           
Pavarde6174    Vardas6174     3.80           
Pavarde6175    Vardas6175     4.08           
Pavarde6176    Vardas6176     2.40           
Pavarde6181    Vardas6181     3.48           
Pavarde6187    Vardas6187     2.88           
Pavarde6188    Vardas6188     4.56           
Pavarde6191    Vardas6191     2.88           
Pavarde6195    Vardas6195     4.64           
Pavarde6198    Vardas6198     3.20           
Pavarde6199    Vardas6199     2.88           
Pavarde6205    Vardas6205     4.88           
Pavarde6210    Vardas6210     2.52           
Pavarde6211    Vardas6211     2.84           
Pavarde6212    Vardas6212     4.08           
Pavarde6216    Vardas6216     4.04           
Pavarde6217    Vardas6217     4.56           
Pavarde6220    Vardas6220     2.92           
Pavarde6222    Vardas6222     3.00           
Pavarde6227    Vardas6227     4.20           
Pavarde6231    Vardas6231     2.48           
Pavarde6232    Vardas6232     3.40           
Pavarde6233    Vardas6233     2.68           
Pavarde6236    Vardas6236     2.60           
Pavarde6238    Vardas6238     4.16           
Pavarde6241    Vardas6241     4.12           
Pavarde6243    Vardas6243     3.28           
Pavarde6244    Vardas6244     3.84           
Pavarde6248    Vardas6248     4.24           
Pavarde6255    Vardas6255     4.48           
Pavarde6256    Vardas6256     2.68           
Pavarde6257    Vardas6257     4.12           
Pavarde6258    Vardas6258     4.08           
Pavarde6259    Vardas6259     3.76           
Pavarde6261    Vardas6261     3.92           
Pavarde6264    Vardas6264     4.56           
Pavarde6268    Vardas6268     3.08           
Pavarde6269    Vardas6269     2.72           
Pavarde6275    Vardas6275     3.44           
Pavarde6276    Vardas6276     3.48           
Pavarde6277    Vardas6277     4.28           
Pavarde6278    Vardas6278     4.56           
Pavarde6279    Vardas6279     3.96           
Pavarde6281    Vardas6281     4.56           
Pavarde6282    Vardas6282     2.52           
Pavarde6283    Vardas6283     3.32           
Pavarde6284    Vardas6284     2.84           
Pavarde6290    Vardas6290     4.44           
Pavarde6293    Vardas6293     4.60           
Pavarde6296    Vardas6296     4.76           
Pavarde6297    Vardas6297     4.92           
Pavarde6298    Vardas6298     2.52           
Pavarde6301    Vardas6301     3.08           
Pavarde6303    Vardas6303     2.68           
Pavarde6306    Vardas6306     3.04           
Pavarde6307    Vardas6307     3.24           
Pavarde6311    Vardas6311     4.92           
Pavarde6315    Vardas6315     3.32           
Pavarde6317    Vardas6317     3.00           
Pavarde6318    Vardas6318     4.60           
Pavarde6322    Vardas6322     4.52           
Pavarde6328    Vardas6328     4.44           
Pavarde6329    Vardas6329     2.52           
Pavarde6330    Vardas6330     3.80           
Pavarde6333    Vardas6333     4.20           
Pavarde6335    Vardas6335     3.56           
Pavarde6339    Vardas6339     3.04           
Pavarde6344    Vardas6344     2.76           
Pavarde6354    Vardas6354     2.84           
Pavarde6355    Vardas6355     3.28           
Pavarde6357    Vardas6357     3.28           
Pavarde6358    Vardas6358     4.24           
Pavarde6359    Vardas6359     3.44           
Pavarde6362    Vardas6362     4.44           
Pavarde6364    Vardas6364     3.52           
Pavarde6369    Vardas6369     4.76           
Pavarde6376    Vardas6376     3.48           
Pavarde6377    Vardas6377     4.36           
Pavarde6379    Vardas6379     3.96           
Pavarde6381    Vardas6381     3.52           
Pavarde6382    Vardas6382     3.56           
Pavarde6385    Vardas6385     3.72           
Pavarde6387    Vardas6387     2.48           
Pavarde6388    Vardas6388     4.52           
Pavarde6391    Vardas6391     3.80           
Pavarde6394    Vardas6394     2.92           
Pavarde6397    Vardas6397     3.36           
Pavarde6399    Vardas6399     4.24           
Pavarde6401    Vardas6401     3.68           
Pavarde6403    Vardas6403     2.88           
Pavarde6404    Vardas6404     4.76           
Pavarde6406    Vardas6406     4.36           
Pavarde6409    Vardas6409     4.92           
Pavarde6411    Vardas6411     4.56           
Pavarde6412    Vardas6412     4.52           
Pavarde6413    Vardas6413     3.20           
Pavarde6422    Vardas6422     4.72           
Pavarde6423    Vardas6423     1.80           
Pavarde6428    Vardas6428     4.36           
Pavarde6429    Vardas6429     4.80           
Pavarde6433    Vardas6433     4.48           
Pavarde6434    Vardas6434     3.16           
Pavarde6438    Vardas6438     4.60           
Pavarde6439    Vardas6439     4.44           
Pavarde6441    Vardas6441     3.80           
Pavarde6443    Vardas6443     2.40           
Pavarde6444    Vardas6444     3.52           
Pavarde6446    Vardas6446     4.44           
Pavarde6447    Vardas6447     3.76           
Pavarde6449    Vardas6449     3.88           
Pavarde6450    Vardas6450     4.32           
Pavarde6451    Vardas6451     4.28           
Pavarde6453    Vardas6453     3.44           
Pavarde6454    Vardas6454     3.84           
Pavarde6455    Vardas6455     4.36           
Pavarde6456    Vardas6456     3.24           
Pavarde6460    Vardas6460     3.80           
Pavarde6468    Vardas6468     4.08           
Pavarde6470    Vardas6470     3.44           
Pavarde6472    Vardas6472     3.88           
Pavarde6475    Vardas6475     3.36           
Pavarde6479    Vardas6479     4.72           
Pavarde6481    Vardas6481     3.60           
Pavarde6482    Vardas6482     3.44           
Pavarde6483    Vardas6483     4.96           
Pavarde6484    Vardas6484     4.00           
Pavarde6487    Vardas6487     3.28           
Pavarde6488    Vardas6488     3.04           
Pavarde6498    Vardas6498     2.76           
Pavarde6503    Vardas6503     4.76           
Pavarde6504    Vardas6504     3.12           
Pavarde6506    Vardas6506     4.76           
Pavarde6508    Vardas6508     4.92           
Pavarde6514    Vardas6514     2.12           
Pavarde6515    Vardas6515     3.56           
Pavarde6517    Vardas6517     2.76           
Pavarde6519    Vardas6519     4.12           
Pavarde6521    Vardas6521     4.56           
Pavarde6522    Vardas6522     3.68           
Pavarde6523    Vardas6523     4.36           
Pavarde6524    Vardas6524     3.76           
Pavarde6525    Vardas6525     3.00           
Pavarde6526    Vardas6526     3.96           
Pavarde6530    Vardas6530     4.52           
Pavarde6531    Vardas6531     4.52           
Pavarde6535    Vardas6535     4.96           
Pavarde6540    Vardas6540     3.28           
Pavarde6544    Vardas6544     2.76           
Pavarde6546    Vardas6546     3.20           
Pavarde6548    Vardas6548     3.32           
Pavarde6550    Vardas6550     2.84           
Pavarde6551    Vardas6551     3.32           
Pavarde6552    Vardas6552     4.48           
Pavarde6553    Vardas6553     3.64           
Pavarde6555    Vardas6555     3.32           
Pavarde6556    Vardas6556     2.48           
Pavarde6561    Vardas6561     4.40           
Pavarde6563    Vardas6563     3.84           
Pavarde6565    Vardas6565     2.36           
Pavarde6566    Vardas6566     2.12           
Pavarde6567    Vardas6567     3.20           
Pavarde6569    Vardas6569     3.28           
Pavarde6572    Vardas6572     2.76           
Pavarde6574    Vardas6574     4.08           
Pavarde6575    Vardas6575     4.76           
Pavarde6580    Vardas6580     4.28           
Pavarde6585    Vardas6585     3.64           
Pavarde6589    Vardas6589     2.52           
Pavarde6591    Vardas6591     2.52           
Pavarde6593    Vardas6593     2.96           
Pavarde6594    Vardas6594     4.08           
Pavarde6596    Vardas6596     3.40           
Pavarde6597    Vardas6597     2.68           
Pavarde6598    Vardas6598     3.52           
Pavarde6603    Vardas6603     3.24           
Pavarde6606    Vardas6606     4.76           
Pavarde6607    Vardas6607     3.68           
Pavarde6608    Vardas6608     3.32           
Pavarde6609    Vardas6609     4.92           
Pavarde6613    Vardas6613     2.04           
Pavarde6615    Vardas6615     3.36           
Pavarde6618    Vardas6618     4.80           
Pavarde6620    Vardas6620     3.32           
Pavarde6622    Vardas6622     4.68           
Pavarde6623    Vardas6623     4.72           
Pavarde6624    Vardas6624     3.56           
Pavarde6627    Vardas6627     4.84           
Pavarde6628    Vardas6628     4.00           
Pavarde6631    Vardas6631     4.60           
Pavarde6633    Vardas6633     2.64           
Pavarde6635    Vardas6635     2.92           
Pavarde6637    Vardas6637     2.92           
Pavarde6640    Vardas6640     4.12           
Pavarde6645    Vardas6645     4.24           
Pavarde6646    Vardas6646     3.32           
Pavarde6647    Vardas6647     4.84           
Pavarde6651    Vardas6651     3.08           
Pavarde6652    Vardas6652     4.84           
Pavarde6656    Vardas6656     3.28           
Pavarde6658    Vardas6658     3.68           
Pavarde6662    Vardas6662     3.08           
Pavarde6665    Vardas6665     3.92           
Pavarde6666    Vardas6666     3.96           
Pavarde6667    Vardas6667     3.84           
Pavarde6670    Vardas6670     3.44           
Pavarde6672    Vardas6672     3.00           
Pavarde6675    Vardas6675     3.96           
Pavarde6676    Vardas6676     4.44           
Pavarde6678    Vardas6678     3.40           
Pavarde6679    Vardas6679     4.08           
Pavarde6681    Vardas6681     2.68           
Pavarde6683    Vardas6683     2.04           
Pavarde6684    Vardas6684     3.92           
Pavarde6687    Vardas6687     4.76           
Pavarde6691    Vardas6691     2.76           
Pavarde6692    Vardas6692     3.04           
Pavarde6702    Vardas6702     4.56           
Pavarde6704    Vardas6704     2.72           
Pavarde6707    Vardas6707     2.48           
Pavarde6710    Vardas6710     3.48           
Pavarde6711    Vardas6711     4.48           
Pavarde6714    Vardas6714     3.00           
Pavarde6717    Vardas6717     3.40           
Pavarde6718    Vardas6718     2.44           
Pavarde6720    Vardas6720     2.44           
Pavarde6724    Vardas6724     1.96           
Pavarde6726    Vardas6726     3.20           
Pavarde6727    Vardas6727     3.16           
Pavarde6730    Vardas6730     2.92           
Pavarde6732    Vardas6732     2.56           
Pavarde6737    Vardas6737     3.64           
Pavarde6739    Vardas6739     2.92           
Pavarde6742    Vardas6742     3.36           
Pavarde6743    Vardas6743     3.96           
Pavarde6744    Vardas6744     4.32           
Pavarde6745    Vardas6745     3.84           
Pavarde6747    Vardas6747     4.80           
Pavarde6751    Vardas6751     2.68           
